Date,Open,High,Low,Close,Volume,Market Cap
2021/11/18,60344.86,60976,56474.26,56891.62,62146.99931,62146.99931
2021/11/17,60058.87,60840.23,58373,60344.87,46289.38491,46289.38491
2021/11/16,63606.73,63617.31,58574.07,60058.87,77455.15609,77455.15609
2021/11/15,65519.11,66401.82,63400,63606.74,37829.37124,37829.37124
2021/11/14,64380.01,65550.51,63576.27,65519.1,25705.07347,25705.07347
2021/11/13,64122.22,65000,63360.22,64380,22504.97383,22504.97383
2021/11/12,64774.25,65450.7,62278,64122.23,44490.10816,44490.10816
2021/11/11,64882.42,65600.07,64100,64774.26,37237.98058,37237.98058
2021/11/10,66947.67,69000,62822.9,64882.43,65171.50405,65171.50405
2021/11/9,67525.82,68524.25,66222.4,66947.66,44661.37807,44661.37807
2021/11/8,63273.58,67789,63273.58,67525.83,54442.09455,54442.09455
2021/11/7,61470.62,63286.35,61322.78,63273.59,25515.6883,25515.6883
2021/11/6,60940.18,61560.49,60050,61470.61,25590.57408,25590.57408
2021/11/5,61395.01,62595.72,60721,60937.12,31604.48749,31604.48749
2021/11/4,62896.49,63086.31,60677.01,61395.01,35930.93314,35930.93314
2021/11/3,63220.57,63500,60382.76,62896.48,43336.09049,43336.09049
2021/11/2,60911.12,64270,60624.68,63219.99,46368.2841,46368.2841
2021/11/1,61299.81,62437.74,59405,60911.11,44687.66672,44687.66672
2021/10/31,61859.19,62405.3,59945.36,61299.8,39267.63794,39267.63794
2021/10/30,62253.7,62359.25,60673,61859.19,31478.12566,31478.12566
2021/10/29,60575.9,62980,60174.81,62253.71,43973.90414,43973.90414
2021/10/28,58413.44,62499,57820,60575.89,61056.35301,61056.35301
2021/10/27,60328.81,61496,58000,58413.44,62124.49016,62124.49016
2021/10/26,63078.78,63293.48,59817.55,60328.81,40217.50083,40217.50083
2021/10/25,60852.22,63710.63,60650,63078.78,36853.83806,36853.83806
2021/10/24,61286.75,61500,59510.63,60852.22,31226.57676,31226.57676
2021/10/23,60688.23,61747.64,59562.15,61286.75,27626.93678,27626.93678
2021/10/22,62193.15,63732.39,60000,60688.22,52119.35886,52119.35886
2021/10/21,66001.4,66639.74,62000,62193.15,68538.64537,68538.64537
2021/10/20,64280.59,67000,63481.4,66001.41,51428.93486,51428.93486
2021/10/19,62005.6,64486,61322.22,64280.59,53628.10774,53628.10774
2021/10/18,61528.32,62695.78,59844.45,62009.84,51798.44844,51798.44844
2021/10/17,60875.57,61718.39,58963,61528.33,39099.24124,39099.24124
2021/10/16,61672.42,62378.42,60150,60875.57,35467.88096,35467.88096
2021/10/15,57347.94,62933,56850,61672.42,82512.90802,82512.90802
2021/10/14,57370.83,58532.54,56818.05,57347.94,43053.33678,43053.33678
2021/10/13,55996.91,57777,54167.19,57367,55808.44492,55808.44492
2021/10/12,57471.35,57680,53879,55996.93,53471.2855,53471.2855
2021/10/11,54659.01,57839.04,54415.06,57471.35,52933.16575,52933.16575
2021/10/10,54949.72,56561.31,54080,54659,89237.83613,89237.83613
2021/10/9,53955.67,55489,53661.67,54949.72,55177.08013,55177.08013
2021/10/8,53785.22,56100,53617.61,53951.43,46160.25785,46160.25785
2021/10/7,55315,55332.31,53357,53785.22,54917.37766,54917.37766
2021/10/6,51471.99,55750,50382.41,55315,79877.54518,79877.54518
2021/10/5,49224.93,51886.3,49022.4,51471.99,52125.66793,52125.66793
2021/10/4,48200.01,49536.12,46891,49224.94,46796.49372,46796.49372
2021/10/3,47634.89,49228.08,47088,48200.01,30825.05601,30825.05601
2021/10/2,48141.6,48336.59,47430.18,47634.9,30508.98131,30508.98131
2021/10/1,43820.01,48495,43283.03,48141.61,66244.87492,66244.87492
2021/9/30,41524.29,44141.37,41410.17,43824.1,46381.22781,46381.22781
2021/9/29,41025.01,42590,40753.88,41524.28,33511.53487,33511.53487
2021/9/28,42147.35,42787.38,40888,41026.54,43372.2624,43372.2624
2021/9/27,43160.9,44350,42098,42147.35,39776.84383,39776.84383
2021/9/26,42670.63,43950,40750,43160.9,49879.99765,49879.99765
2021/9/25,42810.58,42966.84,41646.28,42670.64,33594.57189,33594.57189
2021/9/24,44865.26,45200,40675,42810.57,84113.42629,84113.42629
2021/9/23,43546.37,44978,43069.09,44865.26,48699.57655,48699.57655
2021/9/22,40734.09,44000.55,40565.39,43543.61,58349.05542,58349.05542
2021/9/21,43016.64,43639,39600,40734.38,84534.08049,84534.08049
2021/9/20,47241.75,47347.25,42500,43015.62,78003.52444,78003.52444
2021/9/19,48292.75,48372.83,46829.18,47241.75,29847.24349,29847.24349
2021/9/18,47299.98,48843.2,47035.56,48292.74,30906.47038,30906.47038
2021/9/17,47737.81,48150,46699.56,47299.98,34461.92776,34461.92776
2021/9/16,48121.4,48557,47021.1,47737.82,40725.08895,40725.08895
2021/9/15,47103.28,48500,46682.32,48121.41,43204.71174,43204.71174
2021/9/14,44940.72,47250,44594.44,47111.52,44855.85099,44855.85099
2021/9/13,46025.23,46880,43370,44940.73,65429.15056,65429.15056
2021/9/12,45173.68,46460,44742.06,46025.24,32094.28052,32094.28052
2021/9/11,44842.2,45987.93,44722.22,45173.69,30440.4081,30440.4081
2021/9/10,46395.14,47033,44132.29,44850.91,49048.26618,49048.26618
2021/9/9,46048.31,47399.97,45513.08,46395.14,50651.66002,50651.66002
2021/9/8,46868.57,47340.99,44412.02,46048.31,65069.3152,65069.3152
2021/9/7,52666.2,52920,42843.05,46863.73,123048.8027,123048.8027
2021/9/6,51756.88,52780,50969.33,52663.9,49249.66708,49249.66708
2021/9/5,49917.54,51900,49450,51756.88,40544.83587,40544.83587
2021/9/4,49998,50535.69,49370,49915.64,34664.65959,34664.65959
2021/9/3,49246.63,51000,48316.84,49999.14,59025.64416,59025.64416
2021/9/2,48810.51,50450.13,48584.06,49246.64,54410.77054,54410.77054
2021/9/1,47100.89,49156,46512,48810.52,49904.65528,49904.65528
2021/8/31,46982.91,48246.11,46700,47100.89,48645.52737,48645.52737
2021/8/30,48767.84,48888.61,46853,46982.91,40288.35083,40288.35083
2021/8/29,48895.35,49632.27,47762.54,48767.83,32652.28347,32652.28347
2021/8/28,49069.9,49299,48346.88,48895.35,26681.06379,26681.06379
2021/8/27,46843.86,49149.93,46348,49069.9,42068.10497,42068.10497
2021/8/26,48973.32,49352.84,46250,46843.87,49371.27777,49371.27777
2021/8/25,47674.01,49264.3,47126.28,48973.32,44655.83034,44655.83034
2021/8/24,49488.85,49860,47600,47674.01,51014.59475,51014.59475
2021/8/23,49239.22,50500,49029,49488.85,52462.54195,52462.54195
2021/8/22,48821.88,49500,48050,49239.22,37007.8878,37007.8878
2021/8/21,49322.47,49757.04,48222,48821.87,46745.13658,46745.13658
2021/8/20,46760.62,49382.99,46622.99,49322.47,56850.35223,56850.35223
2021/8/19,44699.37,47033,43927.7,46760.62,53411.75392,53411.75392
2021/8/18,44695.95,46000,44203.28,44705.29,54099.41599,54099.41599
2021/8/17,45901.3,47160,44376,44695.95,57039.34163,57039.34163
2021/8/16,46973.82,48053.83,45660,45901.29,52480.57401,52480.57401
2021/8/15,47068.5,47372.27,45500,46973.82,42110.71133,42110.71133
2021/8/14,47799.99,48144,45971.03,47068.51,46114.35902,46114.35902
2021/8/13,44400.06,47886,44217.39,47800,48239.37043,48239.37043
2021/8/12,45510.67,46218.12,43770,44399,55266.10878,55266.10878
2021/8/11,45585,46743.47,45341.14,45511,52734.90198,52734.90198
2021/8/10,46248.87,46700,44589.46,45584.99,53814.64342,53814.64342
2021/8/9,43794.36,46454.15,42779,46253.4,74587.88485,74587.88485
2021/8/8,44572.54,45310,43261,43794.37,69329.0927,69329.0927
2021/8/7,42836.87,44700,42446.41,44572.54,73396.74081,73396.74081
2021/8/6,40862.46,43392.43,39853.86,42836.87,75753.94135,75753.94135
2021/8/5,39723.17,41350,37332.7,40862.46,84343.75562,84343.75562
2021/8/4,38207.04,39969.66,37508.56,39723.18,52329.35243,52329.35243
2021/8/3,39146.86,39780,37642.03,38207.05,57117.43585,57117.43585
2021/8/2,39850.27,40480.01,38690,39147.82,50837.35195,50837.35195
2021/8/1,41461.84,42599,39422.01,39845.44,53953.18633,53953.18633
2021/7/31,42206.36,42448,41000.15,41461.83,44849.79101,44849.79101
2021/7/30,40018.49,42316.71,38313.23,42206.37,73602.78481,73602.78481
2021/7/29,40019.57,40640,39200,40016.48,53998.43928,53998.43928
2021/7/28,39456.61,40900,38772,40019.56,101344.5284,101344.5284
2021/7/27,37241.33,39542.61,36383,39457.87,88397.26702,88397.26702
2021/7/26,35381.02,40550,35205.78,37237.6,152452.5127,152452.5127
2021/7/25,34261.51,35398,33851.12,35381.02,47852.92831,47852.92831
2021/7/24,33634.1,34500,33401.14,34258.14,47977.55014,47977.55014
2021/7/23,32287.58,33650,31924.32,33634.09,50112.86363,50112.86363
2021/7/22,32144.51,32591.35,31708,32287.83,46148.09243,46148.09243
2021/7/21,29790.34,32858,29482.61,32144.51,82796.26513,82796.26513
2021/7/20,30839.65,31063.07,29278,29790.35,61034.04902,61034.04902
2021/7/19,31778.57,31899,30407.44,30839.65,47340.4685,47340.4685
2021/7/18,31520.07,32435,31108.97,31778.56,35923.71619,35923.71619
2021/7/17,31383.86,31955.92,31164.31,31520.07,34012.24213,34012.24213
2021/7/16,31874.49,32249.18,31020,31383.87,48499.86415,48499.86415
2021/7/15,32820.03,33185.25,31133,31880,51639.57635,51639.57635
2021/7/14,32729.12,33114.03,31550,32820.02,46777.82348,46777.82348
2021/7/13,33086.94,33340,32202.25,32729.77,41126.36101,41126.36101
2021/7/12,34259,34678.43,32658.34,33086.63,48181.40376,48181.40376
2021/7/11,33502.87,34666,33306.47,34258.99,31572.64745,31572.64745
2021/7/10,33815.81,34262,33004.78,33502.87,34761.17547,34761.17547
2021/7/9,32875.71,34100,32261.07,33815.81,47153.9399,47153.9399
2021/7/8,33862.11,33929.64,32077,32875.71,70136.48032,70136.48032
2021/7/7,34220.02,35059.09,33777.77,33862.12,53807.52168,53807.52168
2021/7/6,33690.15,35118.88,33532,34220.01,58210.59635,58210.59635
2021/7/5,35288.13,35293.78,33125.55,33690.14,64123.87425,64123.87425
2021/7/4,34669.12,35967.85,34357.15,35286.51,43703.47579,43703.47579
2021/7/3,33786.54,34945.61,33316.73,34669.13,43044.57864,43044.57864
2021/7/2,33502.33,33977.04,32699,33786.55,56172.18138,56172.18138
2021/7/1,35045,35057.57,32711,33504.69,71708.26611,71708.26611
2021/6/30,35911.72,36100,34017.55,35045,77152.19763,77152.19763
2021/6/29,34494.89,36600,34225.43,35911.73,90788.79622,90788.79622
2021/6/28,34702.49,35297.71,33862.72,34494.89,82222.26782,82222.26782
2021/6/27,32283.65,34749,31973.45,34700.34,96613.24421,96613.24421
2021/6/26,31576.09,32730,30151,32283.65,107820.3753,107820.3753
2021/6/25,34663.08,35500,31275,31584.45,116061.1304,116061.1304
2021/6/24,33675.07,35298,32286.57,34663.09,86625.80426,86625.80426
2021/6/23,32509.56,34881,31683,33678.07,126966.1006,126966.1006
2021/6/22,31614.12,33298.78,28805,32509.56,204208.1798,204208.1798
2021/6/21,35600.17,35750,31251.23,31608.93,168778.8732,168778.8732
2021/6/20,35483.72,36137.72,33336,35600.16,89878.17085,89878.17085
2021/6/19,35820.48,36457,34803.52,35483.72,68712.44946,68712.44946
2021/6/18,38092.97,38202.84,35129.29,35819.84,95228.04294,95228.04294
2021/6/17,38349,39559.88,37365,38092.97,79541.30712,79541.30712
2021/6/16,40143.8,40527.14,38116.01,38349.01,87771.97694,87771.97694
2021/6/15,40516.28,41330,39506.4,40144.04,80679.62284,80679.62284
2021/6/14,39020.56,41064.05,38730,40516.29,108522.3919,108522.3919
2021/6/13,35546.12,39380,34757,39020.57,86921.02556,86921.02556
2021/6/12,37331.98,37463.63,34600.36,35546.11,87717.54999,87717.54999
2021/6/11,36677.83,37680.4,35936.77,37331.98,78466.0053,78466.0053
2021/6/10,37388.05,38491,35782,36675.72,109527.2849,109527.2849
2021/6/9,33380.8,37534.79,32396.82,37388.05,136607.5975,136607.5975
2021/6/8,33556.96,34068.01,31000,33380.81,123251.189,123251.189
2021/6/7,35796.31,36900,33300,33552.79,77574.95257,77574.95257
2021/6/6,35516.07,36480,35222,35796.31,47650.20664,47650.20664
2021/6/5,36829.15,37925,34800,35513.2,70459.62149,70459.62149
2021/6/4,39246.78,39289.07,35555.15,36829,91317.79925,91317.79925
2021/6/3,37568.68,39476,37170,39246.79,75889.10601,75889.10601
2021/6/2,36694.85,38225,35920,37568.68,67587.3725,67587.3725
2021/6/1,37253.82,37894.81,35666,36693.09,81234.66377,81234.66377
2021/5/31,35641.26,37499,34153.84,37253.81,94160.73529,94160.73529
2021/5/30,34605.15,36488,33379,35641.27,73535.38697,73535.38697
2021/5/29,35661.79,37338.58,33632.76,34605.15,112663.0927,112663.0927
2021/5/28,38529.99,38877.83,34684,35663.49,135377.6297,135377.6297
2021/5/27,39241.92,40411.14,37134.27,38529.98,86547.15879,86547.15879
2021/5/26,38324.72,40841,37800.44,39241.91,104780.7734,104780.7734
2021/5/25,38810.99,39791.77,36419.62,38324.72,111996.2284,111996.2284
2021/5/24,34681.44,39920,34031,38796.29,161630.894,161630.894
2021/5/23,37458.51,38270.64,31111.01,34655.25,217136.0466,217136.0466
2021/5/22,37263.35,38829,35200.62,37449.73,126542.2437,126542.2437
2021/5/21,40525.39,42200,33488,37252.01,202100.8883,202100.8883
2021/5/20,36671.23,42451.67,34850,40526.64,203017.5969,203017.5969
2021/5/19,42849.78,43584.9,30000,36690.09,354347.2432,354347.2432
2021/5/18,43538.02,45799.29,42250.02,42849.78,116979.8608,116979.8608
2021/5/17,46426.83,46686,42001,43538.04,166657.1727,166657.1727
2021/5/16,46762.99,49795.89,43825.39,46431.5,114269.8128,114269.8128
2021/5/15,49844.16,50700,46555,46762.99,89437.44936,89437.44936
2021/5/14,49671.92,51483,48799.75,49841.45,80082.20431,80082.20431
2021/5/13,49537.15,51367.19,46000,49670.97,147332.0021,147332.0021
2021/5/12,56670.02,58000.01,48600,49631.32,99842.78984,99842.78984
2021/5/11,55816.14,56862.43,54370,56670.02,64329.54055,64329.54055
2021/5/10,58240.83,59500,53400,55816.14,89586.34925,89586.34925
2021/5/9,58866.53,59300,56235.66,58240.84,69806.11991,69806.11991
2021/5/8,57315.49,59500,56900,58862.05,69709.90603,69709.90603
2021/5/7,56393.68,58650,55241.63,57314.75,74542.74783,74542.74783
2021/5/6,57436.11,58360,55200,56393.68,70181.67191,70181.67191
2021/5/5,53205.05,58069.82,52900,57436.11,77263.92344,77263.92344
2021/5/4,57169.39,57200,53046.69,53200.01,85324.6259,85324.6259
2021/5/3,56578.21,58981.44,56435,57169.39,57649.93129,57649.93129
2021/5/2,57797.35,57911.02,56035.25,56578.21,36812.87886,36812.87886
2021/5/1,57697.25,58458.07,56956.14,57800.37,42600.35184,42600.35184
2021/4/30,53555,57963,53013.01,57694.27,68578.91005,68578.91005
2021/4/29,54846.23,55195.84,52330.94,53555,52486.01946,52486.01946
2021/4/28,55011.97,56428,53813.16,54846.22,55130.45902,55130.45902
2021/4/27,54001.38,55460,53222,55011.97,54064.03468,54064.03468
2021/4/26,49066.76,54356.62,48753.44,54001.39,86310.80212,86310.80212
2021/4/25,50047.84,50567.91,46930,49066.77,58255.645,58255.645
2021/4/24,51110.56,51166.22,48657.14,50047.84,55361.51257,55361.51257
2021/4/23,51690.95,52131.85,47500,51125.14,132230.7807,132230.7807
2021/4/22,53787.62,55521.48,50500,51690.96,104656.6313,104656.6313
2021/4/21,56425,56757.91,53536.02,53787.63,66984.75691,66984.75691
2021/4/20,55633.14,57076.24,53329.96,56425,72744.48215,72744.48215
2021/4/19,56150.01,57526.81,54221.58,55633.14,78229.04227,78229.04227
2021/4/18,60006.67,60499,50931.3,56150.01,124882.1318,124882.1318
2021/4/17,61334.81,62506.05,59580.91,60006.66,58912.25613,58912.25613
2021/4/16,63158.74,63520.61,60000,61334.8,91764.13988,91764.13988
2021/4/15,62959.53,63800,62020,63159.98,51649.70034,51649.70034
2021/4/14,63575.01,64854,61301,62959.53,82616.34399,82616.34399
2021/4/13,59860.01,63777.77,59805.15,63575,82848.68875,82848.68875
2021/4/12,59998.8,61300,59350.59,59860,56375.03712,56375.03712
2021/4/11,59769.13,60699,59232.52,60002.43,41156.71539,41156.71539
2021/4/10,58142.55,61500,57900.01,59769.13,69906.42412,69906.42412
2021/4/9,58077.52,58894.9,57654,58142.54,40831.88491,40831.88491
2021/4/8,55953.44,58153.31,55700,58077.52,44283.14702,44283.14702
2021/4/7,57990.03,58655,55473,55953.45,71228.40566,71228.40566
2021/4/6,59129.99,59495.24,57413.02,57991.15,54201.00073,54201.00073
2021/4/5,58202.01,59272,56777.77,59129.99,54258.01579,54258.01579
2021/4/4,57051.95,58492.85,56388,58202.01,41314.08197,41314.08197
2021/4/3,58950.01,59791.72,56880,57051.94,47409.85211,47409.85211
2021/4/2,58720.45,60200,58428.57,58950.01,47382.41878,47382.41878
2021/4/1,58739.46,59490,57935.45,58720.44,47415.61722,47415.61722
2021/3/31,58746.57,59800,56769,58740.55,60975.54267,60975.54267
2021/3/30,57635.46,59368,57071.35,58746.57,55122.44312,55122.44312
2021/3/29,55777.65,58405.82,54800.01,57635.47,67857.9374,67857.9374
2021/3/28,55817.14,56559.75,54691.84,55777.63,39050.38751,39050.38751
2021/3/27,55025.59,56700.36,53950,55817.14,50105.47506,50105.47506
2021/3/26,51293.78,55073.46,51214.6,55025.59,63813.77469,63813.77469
2021/3/25,52303.66,53287,50427.56,51293.78,87400.53454,87400.53454
2021/3/24,54342.8,57200,51700,52303.65,83537.46502,83537.46502
2021/3/23,54083.25,55830.9,53000,54340.89,59789.36543,59789.36543
2021/3/22,57351.56,58430.73,53650,54083.25,62581.62617,62581.62617
2021/3/21,58100.02,58589.1,55450.11,57351.56,48564.47027,48564.47027
2021/3/20,58030.01,59880,57820.17,58102.28,44476.94178,44476.94178
2021/3/19,57641,59468,56270.74,58030.01,52392.65296,52392.65296
2021/3/18,58912.97,60129.97,57023,57648.16,66580.40668,66580.40668
2021/3/17,56900.74,58974.73,54123.69,58912.97,70421.62084,70421.62084
2021/3/16,55605.2,56938.29,53271.34,56900.75,77986.69436,77986.69436
2021/3/15,58976.08,60633.43,54600,55605.2,102771.4273,102771.4273
2021/3/14,61188.38,61724.79,58966.78,58968.31,52601.05275,52601.05275
2021/3/13,57221.72,61844,56078.23,61188.39,83245.09135,83245.09135
2021/3/12,57773.15,58081.51,54962.84,57221.72,73405.40605,73405.40605
2021/3/11,55851.59,58150,54272.82,57773.16,81914.81286,81914.81286
2021/3/10,54874.67,57387.69,53005,55851.59,84749.23894,84749.23894
2021/3/9,52375.18,54895,51789.41,54884.5,71656.73708,71656.73708
2021/3/8,50959.11,52402.78,49274.67,52375.17,66987.35966,66987.35966
2021/3/7,48882.2,51450.03,48882.2,50971.75,55235.02803,55235.02803
2021/3/6,48746.81,49200,47070,48882.2,44399.23424,44399.23424
2021/3/5,48374.09,49448.93,46300,48751.71,78192.49637,78192.49637
2021/3/4,50349.37,51773.88,47500,48374.09,82649.71683,82649.71683
2021/3/3,48436.61,52640,48100.71,50349.37,81035.91371,81035.91371
2021/3/2,49595.76,50200,47047.6,48440.65,64221.06214,64221.06214
2021/3/1,45134.11,49790,44950.53,49587.03,85086.11165,85086.11165
2021/2/28,46103.67,46638.46,43000,45135.66,83055.36904,83055.36904
2021/2/27,46276.88,48394,45000,46106.43,66060.83429,66060.83429
2021/2/26,47073.73,48424.11,44106.78,46276.87,109423.2007,109423.2007
2021/2/25,49676.21,52041.73,46674.34,47073.73,83310.67312,83310.67312
2021/2/24,48891,51374.99,46988.69,49676.2,91881.20925,91881.20925
2021/2/23,54087.67,54183.59,44892.56,48891,169375.0251,169375.0251
2021/2/22,57412.35,57508.47,47622,54087.67,134019.4349,134019.4349
2021/2/21,55841.19,58352.8,55477.59,57408.57,58166.70851,58166.70851
2021/2/20,55906,57700.46,53863.93,55841.19,80948.20531,80948.20531
2021/2/19,51552.61,56368,50710.2,55906,79659.77802,79659.77802
2021/2/18,52117.67,52530,50901.9,51552.6,60758.04695,60758.04695
2021/2/17,49133.45,52618.74,48947,52119.71,85743.63782,85743.63782
2021/2/16,47911.1,50689.18,47003.62,49133.45,88813.2663,88813.2663
2021/2/15,48580.47,49010.92,45570.79,47911.1,79398.15678,79398.15678
2021/2/14,47156.78,49707.43,47014.17,48577.79,73735.47553,73735.47553
2021/2/13,47298.15,48150,46202.53,47153.69,63768.0974,63768.0974
2021/2/12,47968.66,48985.8,46125,47287.6,85870.0357,85870.0357
2021/2/11,44807.58,48678.9,43994.02,47969.51,89561.08145,89561.08145
2021/2/10,46420.42,47310,43727,44807.58,97154.1822,97154.1822
2021/2/9,46374.86,48142.19,44961.09,46420.42,115499.8617,115499.8617
2021/2/8,38795.69,46794.45,37988.89,46374.87,138597.5369,138597.5369
2021/2/7,39181.01,39700,37351,38795.69,84363.67976,84363.67976
2021/2/6,38289.32,40955.51,38215.94,39186.94,98757.31118,98757.31118
2021/2/5,36936.65,38310.12,36570,38290.24,66681.33428,66681.33428
2021/2/4,37620.26,38708.27,36161.95,36936.66,92080.7359,92080.7359
2021/2/3,35472.71,37662.63,35362.38,37618.87,80784.33366,80784.33366
2021/2/2,33517.09,35984.33,33418,35466.24,78056.65988,78056.65988
2021/2/1,33092.97,34717.27,32296.16,33526.37,82718.27688,82718.27688
2021/1/31,34262.89,34342.69,32171.67,33092.98,68742.28038,68742.28038
2021/1/30,34246.28,34933,32825,34262.88,84889.68134,84889.68134
2021/1/29,33368.18,38531.9,31915.4,34252.2,231827.0056,231827.0056
2021/1/28,30362.19,33783.98,29842.1,33364.86,92621.14562,92621.14562
2021/1/27,32464.01,32557.29,29241.72,30366.15,95911.96171,95911.96171
2021/1/26,32254.19,32921.88,30837.37,32467.77,84972.20691,84972.20691
2021/1/25,32259.45,34875,31910,32254.2,88499.22692,88499.22692
2021/1/24,32078,33071,30900,32259.9,57978.03797,57978.03797
2021/1/23,32950,33456,31390.16,32078,64595.28768,64595.28768
2021/1/22,30851.99,33826.53,28850,32945.17,142971.684,142971.684
2021/1/21,35468.23,35600,30071,30850.13,135004.0767,135004.0767
2021/1/20,35901.94,36415.31,33400,35468.23,89368.42292,89368.42292
2021/1/19,36622.46,37850,35844.06,35891.49,79611.30777,79611.30777
2021/1/18,35824.99,37469.83,34800,36631.27,70698.11875,70698.11875
2021/1/17,35994.98,36852.5,33850,35828.61,80157.72738,80157.72738
2021/1/16,36737.43,37950,35357.8,35994.98,86348.43151,86348.43151
2021/1/15,39145.21,39747.76,34408,36742.22,118300.9209,118300.9209
2021/1/14,37371.38,40100,36701.23,39144.5,102950.3894,102950.3894
2021/1/13,34049.15,37850,32380,37371.38,124477.9149,124477.9149
2021/1/12,35410.37,36628,32531,34051.24,133948.152,133948.152
2021/1/11,38150.02,38264.74,30420,35404.47,251156.1383,251156.1383
2021/1/10,40088.22,41350,35111.11,38150.02,118209.5445,118209.5445
2021/1/9,40586.96,41380,38720,40088.22,75785.97968,75785.97968
2021/1/8,39432.48,41950,36500,40582.81,139789.9575,139789.9575
2021/1/7,36769.36,40365,36300,39432.28,132825.7004,132825.7004
2021/1/6,33949.53,36939.21,33288,36769.36,127139.2013,127139.2013
2021/1/5,31989.75,34360,29900,33949.53,116049.997,116049.997
2021/1/4,33000.05,33600,28130,31988.71,140899.8857,140899.8857
2021/1/3,32176.45,34778.11,31962.99,33000.05,120957.5668,120957.5668
2021/1/2,29331.7,33300,28946.53,32178.33,129993.8734,129993.8734
2021/1/1,28923.63,29600,28624.57,29331.69,54182.92501,54182.92501
2020/12/31,28875.55,29300,27850,28923.63,75508.50515,75508.50515
2020/12/30,27385,28996,27320,28875.54,95356.05783,95356.05783
2020/12/29,27079.42,27410,25880,27385,69411.59261,69411.59261
2020/12/28,26281.54,27500,26101,27079.41,79721.7425,79721.7425
2020/12/27,26493.4,28422,25700,26281.66,148455.5862,148455.5862
2020/12/26,24712.47,26867.03,24500,26493.39,97806.51339,97806.51339
2020/12/25,23728.99,24789.86,23433.6,24712.47,79519.94357,79519.94357
2020/12/24,23232.39,23794.43,22703.42,23729.2,69013.83425,69013.83425
2020/12/23,23810.79,24100,22600,23232.76,119047.2597,119047.2597
2020/12/22,22719.88,23837.1,22353.4,23810.79,87033.12616,87033.12616
2020/12/21,23455.54,24102.77,21815,22719.71,88030.29724,88030.29724
2020/12/20,23821.6,24295,23060,23455.52,76690.14569,76690.14569
2020/12/19,23107.39,24171.47,22750,23821.61,86045.06468,86045.06468
2020/12/18,22797.15,23285.18,22350,23107.39,79646.13432,79646.13432
2020/12/17,21335.52,23800,21230,22797.16,184882.4767,184882.4767
2020/12/16,19426.43,21560,19278.6,21335.52,114306.3356,114306.3356
2020/12/15,19273.69,19570,19050,19426.43,61834.36601,61834.36601
2020/12/14,19174.99,19349,19000,19273.14,47257.20129,47257.20129
2020/12/13,18808.69,19411,18711.12,19174.99,56560.82174,56560.82174
2020/12/12,18036.53,18948.66,18020.7,18808.69,49519.97843,49519.97843
2020/12/11,18254.81,18292.73,17572.33,18036.53,72610.72426,72610.72426
2020/12/10,18541.29,18557.32,17911.12,18254.63,52890.67509,52890.67509
2020/12/9,18324.11,18639.57,17650,18541.28,79585.5538,79585.5538
2020/12/8,19166.9,19294.84,18200,18324.11,61626.94761,61626.94761
2020/12/7,19358.67,19420.91,18902.88,19166.9,41372.29629,41372.29629
2020/12/6,19147.66,19420,18857,19359.4,37043.09186,37043.09186
2020/12/5,18650.51,19177,18500,19147.66,42922.74857,42922.74857
2020/12/4,19422.34,19527,18565.31,18650.52,71283.6682,71283.6682
2020/12/3,19204.08,19598,18867.2,19421.9,66689.39128,66689.39128
2020/12/2,18764.96,19342,18330,19204.09,75911.01348,75911.01348
2020/12/1,19695.87,19888,18001.12,18764.96,127698.7627,127698.7627
2020/11/30,18185,19863.16,18184.99,19695.87,115463.4669,115463.4669
2020/11/29,17719.84,18360.05,17517,18184.99,55329.0163,55329.0163
2020/11/28,17139.53,17880.49,16865.56,17719.85,64910.69997,64910.69997
2020/11/27,17149.47,17457.62,16438.08,17139.52,85297.02479,85297.02479
2020/11/26,18718.83,18915.03,16188,17149.47,181005.2467,181005.2467
2020/11/25,19160,19484.21,18500.27,18719.11,93266.57689,93266.57689
2020/11/24,18368.01,19418.97,18018,19160.01,113581.5092,113581.5092
2020/11/23,18413.88,18766,18000,18368,82961.50609,82961.50609
2020/11/22,18703.8,18750,17610.86,18414.43,81645.73778,81645.73778
2020/11/21,18655.66,18965.9,18308.58,18703.8,75577.45839,75577.45839
2020/11/20,17802.81,18815.22,17740.04,18655.67,88423.01849,88423.01849
2020/11/19,17777.75,18179.8,17335.65,17802.82,93009.56101,93009.56101
2020/11/18,17659.38,18476.93,17214.45,17776.12,149019.7881,149019.7881
2020/11/17,16713.08,17858.82,16538,17659.38,115221.4031,115221.4031
2020/11/16,15957,16880,15864,16713.57,81300.67592,81300.67592
2020/11/15,16069.56,16180,15774.72,15957,43596.84151,43596.84151
2020/11/14,16320.04,16326.99,15670,16070.45,59116.34718,59116.34718
2020/11/13,16291.85,16480,15952.35,16320.7,75691.88101,75691.88101
2020/11/12,15684.25,16340.7,15440.64,16291.86,102196.3566,102196.3566
2020/11/11,15297.21,15965,15272.68,15684.24,78469.74646,78469.74646
2020/11/10,15328.41,15460,15072.46,15297.21,61681.91961,61681.91961
2020/11/9,15475.1,15840,14805.54,15328.41,108976.3341,108976.3341
2020/11/8,14818.3,15650,14703.88,15475.1,65547.17857,65547.17857
2020/11/7,15579.93,15753.52,14344.22,14818.3,101431.2066,101431.2066
2020/11/6,15590.02,15960,15166,15579.92,122618.1977,122618.1977
