,Daily Return,Daily Return_Past_ma10
0,,
1,-0.0018945033326642768,
2,0.003862425471957698,-0.0018945033326642768
3,0.004648913518466857,0.0009839610696467105
4,0.00025061826199856974,0.0022056118859200926
5,-0.0226565986733811,0.001716863479939712
6,-0.027463588329037947,-0.0031578289507244507
7,0.03161591986459911,-0.007208788847110033
8,0.025825802215325044,-0.001662401888294442
9,-1.3771894318059807e-05,0.001773623624657994
10,-0.00047244235933763257,0.0015750241225495436
11,-0.0017852264721530675,0.0013702774743608258
12,0.01427194534398879,0.001381205160411947
13,-0.01663316681035021,0.002422157147615056
14,-0.017425957281403726,0.0002939491147333495
15,0.02953058356322935,-0.00147370843960688
16,0.015359788913685835,0.003745009784054165
17,0.031097267712185683,0.008027347508326543
18,-0.09535399675589384,0.007975482293085201
19,0.16482141029127395,-0.004142497604036688
20,0.11019974411273292,0.012341020614522514
21,0.015271138592199751,0.02340823926172957
22,0.018836597693056012,0.025113875768164852
23,-0.007082369102935804,0.025570341003071574
24,-0.04448065396538392,0.026525420773813015
25,-0.0027702146990620236,0.023819951105414995
26,0.016464005271975113,0.020589871279185858
27,0.0003475948099018744,0.020700292915014785
28,0.006673258262024584,0.017625325624786404
29,0.008832392517166276,0.027828051126578247
30,-0.010467729666063796,0.012229149349167478
31,-0.01441007700137531,0.00016240197128780665
32,0.02347757661821004,-0.0028057195880696996
33,-0.03329162572532962,-0.0023416216955542968
34,-0.03736789762187076,-0.004962547357793679
35,0.012451292620896837,-0.0042512717234423625
36,-0.01870426766954192,-0.0027291209914464764
37,-0.002081820004321888,-0.00624594828559818
38,-0.006389461276316455,-0.006488889767020556
39,0.004308914227136862,-0.00779516172085466
40,0.010639527252970904,-0.0082475095498576
41,0.011507990711651539,-0.006136783857954131
42,-0.014674273882268274,-0.0035449770866514464
43,-0.010049846908422255,-0.007360162136699278
44,0.005639404301868156,-0.005035984255008541
45,0.01033533521788943,-0.0007352540626346493
46,-0.011334117500114926,-0.00094684980293539
47,-0.004987071618482997,-0.0002098347859926908
48,0.003770724029380945,-0.0005003599474088016
49,0.016054363739665956,0.0005156585831609384
50,-0.0010833879485694364,0.0016902035344138477
51,0.005774550982698523,0.0005179120142598137
52,0.022047005415745557,-5.543195863548789e-05
53,0.009898966317262836,0.003616695971165895
54,0.008907514835109875,0.005611577293734404
55,-0.034848376079638754,0.0059383883470585765
56,-0.02915470312414048,0.001420017217305758
57,0.013336446832626692,-0.0003620413450967974
58,0.0057822116467600715,0.0014703105000141714
59,0.008696050633771657,0.0016714592617520841
60,-0.009120787524800167,0.0009356279511626541
61,-0.01718915644404051,0.00013188799353958114
62,0.007793332295550126,-0.002164482749134322
63,-0.021866233405555047,-0.0035898500611538653
64,0.006014660202537492,-0.006766370033435653
65,0.019524325467086046,-0.007055655496692892
66,0.005791628887848788,-0.001618385342020412
67,-0.048463453843826554,0.0018762478591785147
68,0.022405716588593583,-0.00430374220846681
69,0.035073907284768335,-0.0026413917142834586
70,-0.006185180749162411,-3.606049183790816e-06
71,0.03592055697876706,0.00028995462837998475
72,-0.015428351534930052,0.0056009259706607415
73,-0.0051213686607787245,0.003278757587612724
74,0.026638574592881437,0.004953244062090356
75,-0.002627219157243066,0.00701563550112475
76,0.11015254117144369,0.004800481038691839
77,-0.025400812833154984,0.01523657226705133
78,-0.008179367907537816,0.017542836368118486
79,-0.013314184828952191,0.014484327918505346
80,-0.09552104366503733,0.009645518707133293
81,-0.0013939089336985067,0.0007119324155458017
82,-0.026031937236819402,-0.0030195141757007548
83,0.053549618665918786,-0.00407987274588969
84,0.010277397806922606,0.001787225986780061
85,-0.008419873701894343,0.00015110830818417797
86,0.0060488405044398785,-0.0004281571462809497
87,0.009001667012499048,-0.010838527212981331
88,-0.004045409523203869,-0.0073982792284159275
89,-0.011888267443124767,-0.006984883389982532
90,0.023928837866185937,-0.00684229165139979
91,-0.03599180310494121,0.005102696501722537
92,0.02464714728919204,0.0016429070845982662
93,0.010153411586217853,0.00671081553719941
94,0.06511470501777339,0.0023711948292293172
95,-0.00885753725583327,0.007854925550314395
96,0.007536474966398421,0.007811159194920503
97,-0.006005354608084157,0.007959922641116357
98,0.0054103233530358175,0.006459220479058036
99,-0.01745430410757587,0.007404793766682005
100,-0.01445974398381844,0.006848190100236895
101,0.11312114249565264,0.0030093319152364574
102,0.006530925523474451,0.017920626475295843
